% time	cellId	IMSI	RNTI	sinrLinear	componentCarrierId
32.961	2	1	5	1127.86	0
33.001	2	1	5	4763.02	0
33.041	2	1	5	11644.5	0
33.081	2	1	5	15858.3	0
33.121	2	1	5	11503.3	0
33.161	2	1	5	6257.9	0
33.201	2	1	5	3072.7	0
33.241	2	1	5	1511.19	0
33.281	2	1	5	1544.79	0
33.321	2	1	5	5123.87	0
33.361	2	1	5	9195.4	0
33.401	2	1	5	4450.39	0
33.441	2	1	5	4402.49	0
33.481	2	1	5	7878.38	0
33.521	2	1	5	17558	0
33.561	2	1	5	21067	0
33.601	2	1	5	18353.7	0
33.641	2	1	5	3962.07	0
33.681	2	1	5	2128.73	0
33.721	2	1	5	6832.6	0
33.761	2	1	5	12297.2	0
33.801	2	1	5	18525.6	0
33.841	2	1	5	26565.7	0
33.881	2	1	5	37118.3	0
33.921	2	1	5	11412.3	0
33.961	2	1	5	2253.61	0
34.001	2	1	5	15320.3	0
34.041	2	1	5	1180.71	0
34.081	2	1	5	974.771	0
34.121	2	1	5	2136.89	0
34.161	2	1	5	4860.52	0
34.201	2	1	5	6829.19	0
34.241	2	1	5	3111.45	0
34.281	2	1	5	2304.45	0
34.321	2	1	5	3313.47	0
34.361	2	1	5	5766.71	0
34.401	2	1	5	11425.4	0
34.441	2	1	5	23082.7	0
34.481	2	1	5	11363.6	0
34.521	2	1	5	6472.98	0
34.561	2	1	5	7003.14	0
34.601	2	1	5	5149.86	0
34.641	2	1	5	3022.58	0
34.681	2	1	5	1660.11	0
34.721	2	1	5	1062.05	0
34.761	2	1	5	1170.26	0
34.801	2	1	5	1961.16	0
34.841	2	1	5	2132.4	0
34.881	2	1	5	2285.77	0
34.921	2	1	5	7603.14	0
34.961	2	1	5	16671.1	0
35.001	2	1	5	1964.18	0
35.041	2	1	5	15336	0
35.081	2	1	5	24956.5	0
35.121	2	1	5	26666.9	0
35.161	2	1	5	23436.3	0
35.201	2	1	5	17205.1	0
35.241	2	1	5	9495.33	0
35.281	2	1	5	4889.53	0
35.321	2	1	5	19762.2	0
35.361	2	1	5	25082.8	0
35.401	2	1	5	13755.9	0
35.441	2	1	5	6973.75	0
35.481	2	1	5	3005.43	0
35.521	2	1	5	5882.69	0
35.561	2	1	5	3405.4	0
35.601	2	1	5	2977.41	0
35.641	2	1	5	3861.87	0
35.681	2	1	5	5539.07	0
35.721	2	1	5	8753.14	0
35.761	2	1	5	15584.1	0
35.801	2	1	5	18239.4	0
35.841	2	1	5	5559.91	0
35.881	2	1	5	1352.48	0
35.921	2	1	5	541.85	0
35.961	2	1	5	533.172	0
36.001	2	1	5	2061.25	0
36.041	2	1	5	6673.14	0
36.081	2	1	5	21698.7	0
36.121	2	1	5	88410.1	0
36.161	2	1	5	120691	0
36.201	2	1	5	43198.6	0
36.241	2	1	5	21374.1	0
36.281	2	1	5	10891.6	0
36.321	2	1	5	4636.15	0
36.361	2	1	5	1787.16	0
36.401	2	1	5	2876.49	0
36.441	2	1	5	8500.22	0
36.481	2	1	5	18859.4	0
36.521	2	1	5	13348.3	0
36.561	2	1	5	22345	0
36.601	2	1	5	38432.4	0
36.641	2	1	5	53747.7	0
36.681	2	1	5	23328.9	0
36.721	2	1	5	6607.14	0
36.761	2	1	5	7347.75	0
36.801	2	1	5	16315.8	0
36.841	2	1	5	18732.6	0
36.881	2	1	5	15650	0
36.921	2	1	5	13183.8	0
36.961	2	1	5	13171.5	0
37.001	2	1	5	1195.55	0
37.041	2	1	5	956.403	0
37.081	2	1	5	2010.94	0
37.121	2	1	5	5282.32	0
37.161	2	1	5	5582.14	0
37.201	2	1	5	5150.22	0
37.241	2	1	5	6809.6	0
37.281	2	1	5	11083.8	0
37.321	2	1	5	15776.2	0
37.361	2	1	5	20929.7	0
37.401	2	1	5	25418.9	0
37.441	2	1	5	27984	0
37.481	2	1	5	21534.9	0
37.521	2	1	5	1910.54	0
37.561	2	1	5	5180.09	0
37.601	2	1	5	13785	0
37.641	2	1	5	30337.1	0
37.681	2	1	5	31497.2	0
37.721	2	1	5	13564.2	0
37.761	2	1	5	3683.9	0
37.801	2	1	5	326.068	0
37.841	2	1	5	1105.76	0
37.881	2	1	5	5103.69	0
37.921	2	1	5	8304.75	0
37.961	2	1	5	7688.8	0
38.001	2	1	5	1260.62	0
38.041	2	1	5	2939.2	0
38.081	2	1	5	4838.41	0
38.121	2	1	5	4001.97	0
38.161	2	1	5	2706.34	0
38.201	2	1	5	2569.29	0
38.241	2	1	5	2951.79	0
38.281	2	1	5	3640.73	0
38.321	2	1	5	4594.85	0
38.361	2	1	5	5845.31	0
38.401	2	1	5	7611.54	0
38.441	2	1	5	11627.4	0
38.481	2	1	5	22459.2	0
38.521	2	1	5	19980.9	0
38.561	2	1	5	36054.1	0
38.601	2	1	5	26928.5	0
38.641	2	1	5	21696.3	0
38.681	2	1	5	20005.8	0
38.721	2	1	5	18994.8	0
38.761	2	1	5	14352.5	0
38.801	2	1	5	4678.45	0
38.841	2	1	5	865.503	0
38.881	2	1	5	1154.66	0
38.921	2	1	5	2137.44	0
38.961	2	1	5	3240.2	0
39.001	2	1	5	396.66	0
39.041	2	1	5	2067.77	0
39.081	2	1	5	4222.65	0
39.121	2	1	5	4279.52	0
39.161	2	1	5	4434.85	0
39.201	2	1	5	4512.76	0
39.241	2	1	5	4527.62	0
39.281	2	1	5	4600.11	0
39.321	2	1	5	5624.28	0
39.361	2	1	5	7399.87	0
39.401	2	1	5	6608.78	0
39.441	2	1	5	5775.36	0
39.481	2	1	5	5197.37	0
39.521	2	1	5	3420.11	0
39.561	2	1	5	2624.63	0
39.601	2	1	5	1867.27	0
39.641	2	1	5	1168.25	0
39.681	2	1	5	619.071	0
39.721	2	1	5	380.451	0
39.761	2	1	5	447.497	0
39.801	2	1	5	708.791	0
39.841	2	1	5	1068.78	0
39.881	2	1	5	1479.03	0
39.921	2	1	5	1911.52	0
39.961	2	1	5	2343.05	0
40.001	2	1	5	7154.98	0
40.041	2	1	5	8185.32	0
40.081	2	1	5	12658.6	0
40.121	2	1	5	16878.9	0
40.161	2	1	5	17872.1	0
40.201	2	1	5	6535.34	0
40.241	2	1	5	3802.02	0
40.281	2	1	5	12809.5	0
40.321	2	1	5	17425.8	0
40.361	2	1	5	10298.5	0
40.401	2	1	5	5240.37	0
40.441	2	1	5	2060.32	0
40.481	2	1	5	886.697	0
40.521	2	1	5	26858.5	0
40.561	2	1	5	34171.7	0
40.601	2	1	5	35663.1	0
40.641	2	1	5	30929.2	0
40.681	2	1	5	22360.1	0
40.721	2	1	5	10818.9	0
40.761	2	1	5	5531.91	0
40.801	2	1	5	4171.88	0
40.841	2	1	5	4286.27	0
40.881	2	1	5	3775.32	0
40.921	2	1	5	2497.24	0
40.961	2	1	5	1168.7	0
41.001	2	1	5	10367.4	0
41.041	2	1	5	4989.4	0
41.081	3	1	1	6645.72	0
41.121	3	1	1	16021.5	0
41.161	3	1	1	18573.5	0
41.201	3	1	1	16176.1	0
41.241	3	1	1	7751.5	0
41.281	3	1	1	1908.07	0
41.321	3	1	1	444.757	0
41.361	3	1	1	899.232	0
41.401	3	1	1	2678.93	0
41.441	3	1	1	6036.94	0
41.481	3	1	1	11944.3	0
41.521	2	1	6	8009	0
41.561	2	1	6	5970.32	0
41.601	2	1	6	4024.17	0
41.641	2	1	6	2700.11	0
41.681	2	1	6	2194.33	0
41.721	2	1	6	3033.39	0
41.761	2	1	6	6540.92	0
41.801	2	1	6	14848.4	0
41.841	2	1	6	26471.5	0
41.881	2	1	6	25895	0
41.921	2	1	6	18685.3	0
41.961	2	1	6	12215.6	0
42.001	2	1	6	4966.58	0
42.041	2	1	6	370.187	0
42.081	2	1	6	1177.65	0
42.121	2	1	6	8743.64	0
42.161	2	1	6	17135.3	0
42.201	2	1	6	20456.2	0
42.241	2	1	6	11911.8	0
42.281	2	1	6	8277.34	0
42.321	2	1	6	7219.84	0
42.361	2	1	6	9500.06	0
42.401	2	1	6	12031.4	0
42.441	2	1	6	8896.52	0
42.481	2	1	6	5700.18	0
42.521	2	1	6	2989.19	0
42.561	2	1	6	1353.33	0
42.601	2	1	6	790.189	0
42.641	2	1	6	2542.94	0
42.681	2	1	6	12404.1	0
42.721	2	1	6	39823.3	0
42.761	2	1	6	46301.9	0
42.801	2	1	6	18866.3	0
42.841	2	1	6	8304.76	0
42.881	2	1	6	4511.31	0
42.921	2	1	6	4607.85	0
42.961	2	1	6	10315	0
43.001	2	1	6	9467.46	0
43.041	2	1	6	10876.3	0
43.081	2	1	6	19769.1	0
43.121	2	1	6	19450	0
43.161	2	1	6	21423.8	0
43.201	2	1	6	18539.9	0
43.241	2	1	6	15188.8	0
43.281	2	1	6	13295.8	0
43.321	2	1	6	10322.3	0
43.361	3	1	2	9694.93	0
43.401	3	1	2	2792.47	0
43.441	3	1	2	1554.27	0
43.481	3	1	2	2547.33	0
43.521	3	1	2	6698.01	0
43.561	3	1	2	4542.56	0
43.601	3	1	2	2276.1	0
43.641	3	1	2	2379.23	0
43.681	3	1	2	5145.48	0
43.721	2	1	7	58631.1	0
43.761	2	1	7	51784.6	0
43.801	2	1	7	38940.9	0
43.841	2	1	7	22751.3	0
43.881	2	1	7	8840.8	0
43.921	2	1	7	4760.87	0
43.961	2	1	7	3861.61	0
44.001	2	1	7	2510.06	0
44.041	2	1	7	7378.35	0
44.081	2	1	7	8257.48	0
44.121	2	1	7	6778.71	0
44.161	2	1	7	4889.26	0
44.201	2	1	7	3453.07	0
44.241	2	1	7	3142.45	0
44.281	2	1	7	4988.66	0
44.321	2	1	7	8153.12	0
44.361	2	1	7	11779.4	0
44.401	2	1	7	13159	0
44.441	3	1	3	1447.14	0
44.481	3	1	3	1472.4	0
44.521	3	1	3	5834.82	0
44.561	3	1	3	11010.7	0
44.601	3	1	3	17725.6	0
44.641	3	1	3	27533.5	0
44.681	3	1	3	46764.9	0
44.721	3	1	3	41092.1	0
44.761	3	1	3	12180.3	0
44.801	3	1	3	1128.62	0
44.841	3	1	3	3221.49	0
44.881	3	1	3	6068.22	0
44.921	3	1	3	8292.21	0
44.961	3	1	3	9724.95	0
45.001	3	1	3	18848.9	0
45.041	3	1	3	27332.1	0
45.081	3	1	3	20166.3	0
45.121	3	1	3	16328.8	0
45.161	3	1	3	14618.9	0
45.201	3	1	3	12704.5	0
45.241	3	1	3	9558.01	0
45.281	3	1	3	6517.89	0
45.321	3	1	3	5669.86	0
45.361	3	1	3	9823.94	0
45.401	2	1	8	9084.45	0
45.441	2	1	8	5142.97	0
45.481	2	1	8	5739.52	0
45.521	2	1	8	2403.03	0
45.561	2	1	8	3656.13	0
45.601	2	1	8	4167.06	0
45.641	2	1	8	3325.27	0
45.681	2	1	8	2696.61	0
45.721	2	1	8	2358.96	0
45.761	2	1	8	2222.57	0
45.801	2	1	8	2282.76	0
45.841	2	1	8	2600.65	0
45.881	2	1	8	3327.93	0
45.921	2	1	8	4798.08	0
45.961	2	1	8	6080.45	0
46.001	2	1	8	3101.37	0
46.041	2	1	8	1267.67	0
46.081	2	1	8	2419.05	0
46.121	2	1	8	4340.66	0
46.161	2	1	8	6127.13	0
46.201	2	1	8	5748.38	0
46.241	2	1	8	3618.26	0
46.281	2	1	8	1944.05	0
46.321	2	1	8	1385.09	0
46.361	2	1	8	2000.77	0
46.401	2	1	8	4193.37	0
46.441	2	1	8	8125.17	0
46.481	2	1	8	9877.1	0
46.521	2	1	8	3664.22	0
46.561	2	1	8	7040.19	0
46.601	2	1	8	11851.5	0
46.641	2	1	8	16765.1	0
46.681	2	1	8	18016	0
46.721	2	1	8	13871.4	0
46.761	2	1	8	7869.55	0
46.801	2	1	8	3594.79	0
46.841	2	1	8	2176.07	0
46.881	2	1	8	3836.43	0
46.921	3	1	4	1434.16	0
46.961	3	1	4	1622.89	0
47.001	3	1	4	27864.6	0
47.041	3	1	4	23762.2	0
47.081	3	1	4	14342.5	0
47.121	3	1	4	7690.28	0
47.161	3	1	4	3512.97	0
47.201	3	1	4	1873.85	0
47.241	3	1	4	1207.11	0
47.281	3	1	4	648.243	0
47.321	3	1	4	321.198	0
47.361	3	1	4	561.287	0
47.401	3	1	4	1754.62	0
47.441	3	1	4	4378.5	0
47.481	3	1	4	9077.26	0
47.521	3	1	4	1577.18	0
47.561	3	1	4	2146.85	0
47.601	3	1	4	2956.09	0
47.641	3	1	4	4369.64	0
47.681	3	1	4	7525.63	0
47.721	3	1	4	16782.3	0
47.761	3	1	4	16240.6	0
47.801	3	1	4	2355.96	0
47.841	3	1	4	915.399	0
47.881	3	1	4	1655.03	0
47.921	3	1	4	3581.11	0
47.961	3	1	4	8020.52	0
48.001	3	1	4	5973.86	0
48.041	3	1	4	15760.8	0
48.081	3	1	4	18571.7	0
48.121	3	1	4	18539.6	0
48.161	3	1	4	8773.5	0
48.201	3	1	4	6009.31	0
48.241	3	1	4	5292.93	0
48.281	3	1	4	5396	0
48.321	3	1	4	5953.69	0
48.361	3	1	4	6883.03	0
48.401	3	1	4	8208.62	0
48.441	3	1	4	9418.07	0
48.481	3	1	4	7102	0
48.521	3	1	4	2328.13	0
48.561	3	1	4	4044.38	0
48.601	3	1	4	5093.87	0
48.641	3	1	4	4910.56	0
48.681	3	1	4	4151.08	0
48.721	3	1	4	5166.55	0
48.761	3	1	4	12138.2	0
48.801	3	1	4	22979.9	0
48.841	3	1	4	33823.5	0
48.881	3	1	4	23997	0
48.921	3	1	4	13049	0
48.961	3	1	4	7399.6	0
49.001	3	1	4	617.393	0
49.041	3	1	4	1035.21	0
49.081	3	1	4	2021.11	0
49.121	3	1	4	1973.33	0
49.161	3	1	4	1168.7	0
49.201	3	1	4	690.211	0
49.241	3	1	4	420.011	0
49.281	3	1	4	252.988	0
49.321	3	1	4	163.246	0
49.361	3	1	4	217.51	0
49.401	3	1	4	777.896	0
49.441	3	1	4	2834.43	0
49.481	3	1	4	4471.19	0
49.521	3	1	4	75426	0
49.561	3	1	4	64453.5	0
49.601	3	1	4	28923.4	0
49.641	3	1	4	8694.58	0
49.681	3	1	4	8788.17	0
49.721	3	1	4	21160	0
49.761	3	1	4	31486.7	0
49.801	3	1	4	30360	0
49.841	3	1	4	20578.7	0
49.881	3	1	4	9079.1	0
49.921	3	1	4	9531.9	0
49.961	2	1	9	3896.67	0
50.001	2	1	9	476.853	0
50.041	2	1	9	579.901	0
50.081	2	1	9	747.224	0
50.121	2	1	9	2099.13	0
50.161	2	1	9	6221.64	0
50.201	2	1	9	11127.9	0
50.241	2	1	9	11842	0
50.281	2	1	9	8365.43	0
50.321	2	1	9	6562.42	0
50.361	2	1	9	5481.82	0
50.401	2	1	9	5079.53	0
50.441	2	1	9	4163.9	0
50.481	2	1	9	5878.5	0
50.521	2	1	9	3585.29	0
50.561	2	1	9	4867.68	0
50.601	2	1	9	5398.99	0
50.641	2	1	9	5947.65	0
50.681	2	1	9	7196.97	0
50.721	2	1	9	10738	0
50.761	2	1	9	9197.67	0
50.801	2	1	9	8107.29	0
50.841	2	1	9	7751.55	0
50.881	2	1	9	4827.79	0
50.921	2	1	9	4175.88	0
50.961	2	1	9	4548.74	0
51.001	2	1	9	4044.91	0
51.041	3	1	5	30186.3	0
51.081	3	1	5	62890.1	0
51.121	3	1	5	107238	0
51.161	3	1	5	71257.2	0
51.201	3	1	5	31471.3	0
51.241	3	1	5	4852.88	0
51.281	3	1	5	5883.58	0
51.321	3	1	5	10493.6	0
51.361	3	1	5	12772.5	0
51.401	3	1	5	10939	0
51.441	3	1	5	6813.82	0
51.481	3	1	5	2950.64	0
51.521	3	1	5	19042.8	0
51.561	3	1	5	5062.27	0
51.601	3	1	5	3276.59	0
51.641	3	1	5	3776.04	0
51.681	3	1	5	3561.4	0
51.721	3	1	5	2696.88	0
51.761	3	1	5	1480.23	0
51.801	3	1	5	448.883	0
51.841	3	1	5	1080.08	0
51.881	3	1	5	8923.51	0
51.921	3	1	5	35258.3	0
51.961	3	1	5	36313.2	0
52.001	3	1	5	2648.22	0
52.041	3	1	5	1423.22	0
52.081	3	1	5	2002.86	0
52.121	3	1	5	3430.99	0
52.161	3	1	5	4736.24	0
52.201	3	1	5	5398.2	0
52.241	3	1	5	5403.75	0
52.281	3	1	5	5011.33	0
52.321	3	1	5	4531.49	0
52.361	3	1	5	4148.13	0
52.401	3	1	5	3920.58	0
52.441	3	1	5	3895.37	0
52.481	3	1	5	4158.69	0
52.521	3	1	5	8037.38	0
52.561	3	1	5	4293.09	0
52.601	3	1	5	2924.11	0
52.641	3	1	5	4329.71	0
52.681	3	1	5	6414.35	0
52.721	3	1	5	8755.93	0
52.761	3	1	5	11104.3	0
52.801	3	1	5	12925.8	0
52.841	3	1	5	13162.9	0
52.881	3	1	5	10616.7	0
52.921	3	1	5	6409.15	0
52.961	3	1	5	7154.67	0
53.001	3	1	5	14402.1	0
53.041	3	1	5	21516.4	0
53.081	3	1	5	26064.5	0
53.121	3	1	5	13373	0
53.161	3	1	5	8446.3	0
53.201	3	1	5	6742.63	0
53.241	3	1	5	6018.07	0
53.281	3	1	5	5830.62	0
53.321	3	1	5	6060.93	0
53.361	3	1	5	5144.72	0
53.401	3	1	5	1227.33	0
53.441	3	1	5	482.831	0
53.481	3	1	5	627.276	0
53.521	3	1	5	3452.25	0
53.561	3	1	5	6555.5	0
53.601	3	1	5	10158.3	0
53.641	3	1	5	4235.11	0
53.681	3	1	5	905.988	0
53.721	3	1	5	139.259	0
53.761	3	1	5	85.5479	0
53.801	3	1	5	517.612	0
53.841	3	1	5	1726.67	0
53.881	3	1	5	1365.89	0
53.921	3	1	5	555.036	0
53.961	3	1	5	291.114	0
54.001	3	1	5	1742.42	0
54.041	3	1	5	3881.34	0
54.081	3	1	5	3648.05	0
54.121	3	1	5	3630.96	0
54.161	3	1	5	3859.65	0
54.201	3	1	5	5021.37	0
54.241	3	1	5	7487	0
54.281	3	1	5	11654.1	0
54.321	3	1	5	21002.7	0
54.361	3	1	5	44941.8	0
54.401	3	1	5	34149.7	0
54.441	3	1	5	8068.71	0
54.481	3	1	5	2065.99	0
54.521	3	1	5	6912.53	0
54.561	3	1	5	6875.86	0
54.601	3	1	5	5788.49	0
54.641	3	1	5	3717.94	0
54.681	3	1	5	1544.09	0
54.721	3	1	5	491.242	0
54.761	3	1	5	1184.17	0
54.801	3	1	5	3197.6	0
54.841	3	1	5	5313.23	0
54.881	3	1	5	6326.25	0
54.921	3	1	5	5778.16	0
54.961	3	1	5	4042.03	0
55.001	3	1	5	15042.5	0
55.041	3	1	5	16691.7	0
55.081	3	1	5	87961.3	0
55.121	3	1	5	12745	0
55.161	3	1	5	1418.29	0
55.201	3	1	5	203.659	0
55.241	3	1	5	407.936	0
55.281	3	1	5	1095.14	0
55.321	3	1	5	2246.6	0
55.361	3	1	5	4500.93	0
55.401	3	1	5	9759.49	0
55.441	3	1	5	2657.99	0
55.481	3	1	5	929.375	0
55.521	3	1	5	3060.6	0
55.561	3	1	5	3729	0
55.601	3	1	5	3641.88	0
55.641	3	1	5	3735.83	0
55.681	3	1	5	5347.47	0
55.721	3	1	5	9261.74	0
55.761	3	1	5	13935.9	0
55.801	3	1	5	16514.6	0
55.841	3	1	5	16778.8	0
55.881	3	1	5	16137.9	0
55.921	3	1	5	15584.5	0
55.961	3	1	5	15528.2	0
56.001	3	1	5	30030.6	0
56.041	3	1	5	46779.9	0
56.081	3	1	5	19175.1	0
56.121	3	1	5	9243.18	0
56.161	3	1	5	13401.8	0
56.201	3	1	5	20180.9	0
56.241	3	1	5	25548.6	0
56.281	3	1	5	27983	0
56.321	3	1	5	26044.1	0
56.361	3	1	5	18708.1	0
56.401	3	1	5	14182.7	0
56.441	3	1	5	54580.9	0
56.481	3	1	5	151041	0
56.521	3	1	5	786.575	0
56.561	3	1	5	398.44	0
56.601	3	1	5	123.443	0
56.641	3	1	5	115.249	0
56.681	3	1	5	618.509	0
56.721	3	1	5	1298.22	0
56.761	3	1	5	1378.52	0
56.801	3	1	5	1443.69	0
56.841	3	1	5	1817.73	0
56.881	3	1	5	2549.07	0
56.921	3	1	5	3797.78	0
56.961	3	1	5	6164.07	0
57.001	3	1	5	6229.6	0
57.041	3	1	5	3648.41	0
57.081	3	1	5	5374.83	0
57.121	3	1	5	10377.8	0
57.161	3	1	5	12688.6	0
57.201	3	1	5	13046.1	0
57.241	3	1	5	13552.6	0
57.281	3	1	5	14890.5	0
57.321	3	1	5	18044.4	0
57.361	3	1	5	24697.8	0
57.401	3	1	5	17356.6	0
57.441	3	1	5	4723.66	0
57.481	3	1	5	2725.15	0
57.521	3	1	5	11283.3	0
57.561	3	1	5	18911.6	0
57.601	3	1	5	11747	0
57.641	3	1	5	5841.25	0
57.681	3	1	5	2743.59	0
57.721	3	1	5	2244.13	0
57.761	3	1	5	4894.93	0
57.801	3	1	5	12445.9	0
57.841	3	1	5	29000.5	0
57.881	3	1	5	58122.9	0
57.921	3	1	5	68186.9	0
57.961	3	1	5	35742.8	0
58.001	3	1	5	1590.73	0
58.041	3	1	5	2046.69	0
58.081	3	1	5	3507.33	0
58.121	3	1	5	3512.5	0
58.161	3	1	5	3268.8	0
58.201	3	1	5	3124.15	0
58.241	3	1	5	3410.16	0
58.281	3	1	5	5565.3	0
58.321	3	1	5	19894.7	0
58.361	3	1	5	136078	0
58.401	3	1	5	60373	0
58.441	3	1	5	22350.5	0
58.481	3	1	5	12211	0
58.521	3	1	5	562.63	0
58.561	3	1	5	1450.14	0
58.601	3	1	5	4397.94	0
58.641	3	1	5	11620.2	0
58.681	3	1	5	15288.3	0
58.721	3	1	5	5768.09	0
58.761	3	1	5	1597.3	0
58.801	3	1	5	827.671	0
58.841	3	1	5	1311.55	0
58.881	3	1	5	2546.86	0
58.921	3	1	5	4892.56	0
58.961	3	1	5	11888.1	0
59.001	3	1	5	7486.83	0
59.041	3	1	5	1250.95	0
59.081	3	1	5	589.567	0
59.121	3	1	5	199.524	0
59.161	3	1	5	279.796	0
59.201	3	1	5	704.32	0
59.241	3	1	5	1278.04	0
59.281	3	1	5	1844.95	0
59.321	3	1	5	2308.47	0
59.361	3	1	5	2646.04	0
59.401	3	1	5	3057.35	0
59.441	3	1	5	6544.78	0
59.481	3	1	5	25201	0
59.521	3	1	5	9741.92	0
59.561	3	1	5	9096.94	0
59.601	3	1	5	5853.32	0
59.641	3	1	5	2915.85	0
59.681	3	1	5	894.355	0
59.721	3	1	5	661.541	0
59.761	3	1	5	5591.29	0
59.801	3	1	5	29858.3	0
59.841	3	1	5	111927	0
59.881	3	1	5	137286	0
59.921	3	1	5	73257.1	0
59.961	3	1	5	27652.4	0
60.001	3	1	5	20010.4	0
60.041	3	1	5	4933.95	0
60.081	3	1	5	5306.52	0
60.121	3	1	5	5677.91	0
60.161	3	1	5	9492.87	0
60.201	3	1	5	27338	0
60.241	3	1	5	46908.9	0
60.281	3	1	5	47584.5	0
60.321	3	1	5	38937.5	0
60.361	3	1	5	27950.4	0
60.401	3	1	5	17969.4	0
60.441	3	1	5	10728.6	0
60.481	3	1	5	6507.61	0
60.521	3	1	5	15670.8	0
60.561	3	1	5	47975.5	0
60.601	3	1	5	17991.5	0
60.641	3	1	5	2796.01	0
60.681	3	1	5	1005.14	0
60.721	3	1	5	700.285	0
60.761	3	1	5	700.515	0
60.801	3	1	5	835.741	0
60.841	3	1	5	1223.89	0
60.881	3	1	5	3220.22	0
60.921	3	1	5	19070.6	0
60.961	3	1	5	2485.39	0
61.001	3	1	5	629.011	0
61.041	3	1	5	3478.95	0
61.081	3	1	5	2494.43	0
61.121	3	1	5	2407.04	0
61.161	3	1	5	4680.62	0
61.201	3	1	5	10746.8	0
61.241	3	1	5	24328.2	0
61.281	3	1	5	58317.4	0
61.321	3	1	5	153706	0
61.361	3	1	5	132070	0
61.401	3	1	5	28799.4	0
61.441	3	1	5	5616.15	0
61.481	3	1	5	1123.19	0
61.521	3	1	5	414.363	0
61.561	3	1	5	135.037	0
61.601	3	1	5	54.5135	0
61.641	3	1	5	555.853	0
61.681	3	1	5	3419.82	0
61.721	3	1	5	7444.45	0
61.761	3	1	5	3528.18	0
61.801	3	1	5	1895.47	0
61.841	3	1	5	2698.32	0
61.881	3	1	5	8316.29	0
61.921	3	1	5	39696	0
61.961	3	1	5	59678.1	0
62.001	3	1	5	24149.3	0
62.041	3	1	5	11649	0
62.081	3	1	5	5430.24	0
62.121	3	1	5	2836.07	0
62.161	3	1	5	1998.58	0
62.201	3	1	5	2131.06	0
62.241	3	1	5	3097.18	0
62.281	3	1	5	5253.7	0
62.321	3	1	5	9853.04	0
62.361	3	1	5	15563.8	0
62.401	3	1	5	6737.5	0
62.441	3	1	5	1578.58	0
62.481	3	1	5	769.374	0
62.521	3	1	5	6326.89	0
62.561	3	1	5	7530.77	0
62.601	3	1	5	8266.57	0
62.641	3	1	5	8730.65	0
62.681	3	1	5	9057.83	0
62.721	3	1	5	8530.17	0
62.761	3	1	5	5710.02	0
62.801	3	1	5	5989.4	0
62.841	3	1	5	6044.88	0
62.881	3	1	5	5889.15	0
62.921	3	1	5	5745.09	0
62.961	3	1	5	5842.49	0
63.001	3	1	5	3906.17	0
63.041	3	1	5	4024.34	0
63.081	3	1	5	4877.82	0
63.121	3	1	5	4032.01	0
63.161	3	1	5	1959.48	0
63.201	3	1	5	581.624	0
63.241	3	1	5	195.501	0
63.281	3	1	5	401.778	0
63.321	3	1	5	1094.04	0
63.361	3	1	5	2840.07	0
63.401	3	1	5	7194.34	0
63.441	3	1	5	9046.12	0
63.481	3	1	5	7453.1	0
63.521	3	1	5	1390.74	0
63.561	3	1	5	3592.27	0
63.601	3	1	5	9081.88	0
63.641	3	1	5	7448.34	0
63.681	3	1	5	4691.52	0
63.721	3	1	5	3060.47	0
63.761	3	1	5	1977.85	0
63.801	3	1	5	1247.76	0
63.841	3	1	5	1126.36	0
63.881	3	1	5	2046.81	0
63.921	3	1	5	3147.72	0
63.961	3	1	5	3474.31	0
64.001	3	1	5	598.995	0
64.041	3	1	5	562.218	0
64.081	3	1	5	1060.36	0
64.121	3	1	5	2560.64	0
64.161	3	1	5	5493.08	0
64.201	3	1	5	7645.96	0
64.241	3	1	5	4650.62	0
64.281	3	1	5	1775.78	0
64.321	3	1	5	1813.04	0
64.361	3	1	5	4317.75	0
64.401	3	1	5	9223.06	0
64.441	3	1	5	16695	0
64.481	3	1	5	26519.3	0
64.521	3	1	5	9854.46	0
64.561	3	1	5	7151.1	0
64.601	3	1	5	3323.77	0
64.641	3	1	5	3193.77	0
64.681	3	1	5	5330.03	0
64.721	3	1	5	13220.6	0
64.761	3	1	5	58644.2	0
64.801	3	1	5	76048.5	0
64.841	3	1	5	13489.6	0
64.881	3	1	5	3907.41	0
64.921	3	1	5	1170.52	0
64.961	3	1	5	171.203	0
65.001	3	1	5	1426.24	0
65.041	3	1	5	1424.3	0
65.081	3	1	5	1047.4	0
65.121	3	1	5	956.04	0
65.161	3	1	5	1368.25	0
65.201	3	1	5	4809.12	0
65.241	3	1	5	8169.07	0
65.281	3	1	5	3228.77	0
65.321	3	1	5	1877.91	0
65.361	3	1	5	1412.65	0
65.401	3	1	5	1412.9	0
65.441	3	1	5	2240.11	0
65.481	3	1	5	4829.06	0
65.521	3	1	5	2723.84	0
65.561	3	1	5	2912.87	0
65.601	3	1	5	2821.08	0
65.641	3	1	5	3110.17	0
65.681	3	1	5	5239.13	0
65.721	3	1	5	6640.12	0
65.761	3	1	5	5904.44	0
65.801	3	1	5	4319.68	0
65.841	3	1	5	2788.36	0
65.881	3	1	5	2035.73	0
65.921	3	1	5	2635.22	0
65.961	3	1	5	4706.98	0
66.001	3	1	5	15348.2	0
66.041	3	1	5	19008.5	0
66.081	3	1	5	10950.5	0
66.121	3	1	5	7433.2	0
